"Sector ID","Full sector name","Sector cluster name (April 2023 onwards)","Sector cluster name (before April 2023)","name","Sub sector name","Sub sub sector name","Start date","End date"
"SL0128","Creative industries : Immersive technology","Services and Skills","Creative, Lifestyle and Learning","Creative industries","Immersive technology","","",""
"SL0131","Creative industries : Music","Services and Skills","Creative, Lifestyle and Learning","Creative industries","Music","","",""
"SL0137","Creative industries : Performing arts","Services and Skills","Creative, Lifestyle and Learning","Creative industries","Performing arts","","",""
"SL0138","Creative industries : Publishing","Services and Skills","Creative, Lifestyle and Learning","Creative industries","Publishing","","",""
"SL0374","Creative industries : Digital services : Agencies","Services and Skills","Creative, Lifestyle and Learning","Creative industries","Digital services","Agencies","01/04/2021",""
"SL0375","Creative industries : Digital services : Social media platforms","Services and Skills","Creative, Lifestyle and Learning","Creative industries","Digital services","Social media platforms","01/04/2021",""
"SL0378","Creative industries : Film and TV : Visual effects (VFX) and motion graphics","Services and Skills","Creative, Lifestyle and Learning","Creative industries","Film and TV","Visual effects (VFX) and motion graphics","01/04/2021",""
"SL0380","Creative industries : Film and TV : Hardware","Services and Skills","Creative, Lifestyle and Learning","Creative industries","Film and TV","Hardware","01/04/2021",""
"SL0139","Defence","Defence and Security","Defence and Security","Defence","","","",""
"SL0389","Defence : Air : Support and maintenance","Defence and Security","Defence and Security","Defence","Air","Support and maintenance","01/04/2021",""
"SL0390","Defence : Air : Air electronic warfare","Defence and Security","Defence and Security","Defence","Air","Air electronic warfare","01/04/2021",""
"SL0391","Defence : Air : Platform protection","Defence and Security","Defence and Security","Defence","Air","Platform protection","01/04/2021",""
"SL0392","Defence : Air : Complex weapons","Defence and Security","Defence and Security","Defence","Air","Complex weapons","01/04/2021",""
"SL0393","Defence : Air : Battlespace management","Defence and Security","Defence and Security","Defence","Air","Battlespace management","01/04/2021",""
"SL0394","Defence : Air : Fast jet","Defence and Security","Defence and Security","Defence","Air","Fast jet","01/04/2021",""
"SL0395","Defence : Air : Aircrew training","Defence and Security","Defence and Security","Defence","Air","Aircrew training","01/04/2021",""
"SL0396","Defence : Air : Large aircraft","Defence and Security","Defence and Security","Defence","Air","Large aircraft","01/04/2021",""
"SL0397","Defence : Air : Intelligence surveillance target acquisition and reconnaissance (ISTAR)","Defence and Security","Defence and Security","Defence","Air","Intelligence surveillance target acquisition and reconnaissance (ISTAR)","01/04/2021",""
"SL0398","Defence : Air : Unmanned air systems (UAS)","Defence and Security","Defence and Security","Defence","Air","Unmanned air systems (UAS)","01/04/2021",""
"SL0399","Defence : Air","Defence and Security","Defence and Security","Defence","Air","","01/04/2021",""
"SL0400","Defence : Maritime : Non-traditional and development","Defence and Security","Defence and Security","Defence","Maritime","Non-traditional and development","01/04/2021",""
"SL0401","Defence : Maritime : Support and infrastructure","Defence and Security","Defence and Security","Defence","Maritime","Support and infrastructure","01/04/2021",""
"SL0402","Defence : Maritime : Maritime aviation","Defence and Security","Defence and Security","Defence","Maritime","Maritime aviation","01/04/2021",""
"SL0403","Defence : Maritime : Sub-surface","Defence and Security","Defence and Security","Defence","Maritime","Sub-surface","01/04/2021",""
"SL0404","Defence : Maritime : Surface","Defence and Security","Defence and Security","Defence","Maritime","Surface","01/04/2021",""
"SL0405","Defence : Maritime","Defence and Security","Defence and Security","Defence","Maritime","","01/04/2021",""
"SL0406","Defence : Land : Cyber","Defence and Security","Defence and Security","Defence","Land","Cyber","01/04/2021",""
"SL0407","Defence : Land : Counter explosive ordnance (C-EO)","Defence and Security","Defence and Security","Defence","Land","Counter explosive ordnance (C-EO)","01/04/2021",""
"SL0408","Defence : Land : Chemical, biological, radiological and nuclear (CBRN)","Defence and Security","Defence and Security","Defence","Land","Chemical, biological, radiological and nuclear (CBRN)","01/04/2021",""
"SL0409","Defence : Land : Combat support","Defence and Security","Defence and Security","Defence","Land","Combat support","01/04/2021",""
"SL0410","Defence : Land : Combat","Defence and Security","Defence and Security","Defence","Land","Combat","01/04/2021",""
"SL0411","Defence : Land","Defence and Security","Defence and Security","Defence","Land","","01/04/2021",""
"SL0412","Defence : Air : Ground based air defence (GBAD)","Defence and Security","Defence and Security","Defence","Air","Ground based air defence (GBAD)","01/04/2021",""
"SL0140","Education and training","Services and Skills","Creative, Lifestyle and Learning","Education and training","","","",""
"SL0141","Education and training : Curriculum, qualifications, assessment, inspection and quality assurance","Services and Skills","Creative, Lifestyle and Learning","Education and training","Curriculum, qualifications, assessment, inspection and quality assurance","","",""
"SL0142","Education and training : Early years","Services and Skills","Creative, Lifestyle and Learning","Education and training","Early years","","",""
"SL0143","Education and training : Educational technology","Services and Skills","Creative, Lifestyle and Learning","Education and training","Educational technology","","",""
"SL0144","Education and training : English language training","Services and Skills","Creative, Lifestyle and Learning","Education and training","English language training","","",""
"SL0145","Education and training : Higher education","Services and Skills","Creative, Lifestyle and Learning","Education and training","Higher education","","",""
"SL0149","Education and training : Higher education : Universities","Services and Skills","Creative, Lifestyle and Learning","Education and training","Higher education","Universities","",""
"SL0150","Education and training : Schools","Services and Skills","Creative, Lifestyle and Learning","Education and training","Schools","","",""
"SL0151","Education and training : Special educational needs and disabilities","Services and Skills","Creative, Lifestyle and Learning","Education and training","Special educational needs and disabilities","","",""
"SL0158","Education and training : Support services","Services and Skills","Creative, Lifestyle and Learning","Education and training","Support services","","",""
"SL0160","Education and training : Support services : Consultancy and professional services","Services and Skills","Creative, Lifestyle and Learning","Education and training","Support services","Consultancy and professional services","",""
"SL0161","Education and training : Support services : Equipment and supplies","Services and Skills","Creative, Lifestyle and Learning","Education and training","Support services","Equipment and supplies","",""
"SL0163","Education and training : Technical and vocational education and training","Services and Skills","Creative, Lifestyle and Learning","Education and training","Technical and vocational education and training","","",""
"SL0164","Education and training : Technical and vocational education and training : Colleges and further education","Services and Skills","Creative, Lifestyle and Learning","Education and training","Technical and vocational education and training","Colleges and further education","",""
"SL0169","Energy","Sustainability and Infrastructure","Energy and infrastructure","Energy","","","",""
"SL0170","Energy : Civil nuclear","Sustainability and Infrastructure","Energy and infrastructure","Energy","Civil nuclear","","",""
"SL0171","Energy : Civil nuclear : Decommissioning","Sustainability and Infrastructure","Energy and infrastructure","Energy","Civil nuclear","Decommissioning","01/04/2021",""
"SL0172","Energy : Oil and gas","Sustainability and Infrastructure","Energy and infrastructure","Energy","Oil and gas","","",""
"SL0173","Energy : Renewable energy","Sustainability and Infrastructure","Energy and infrastructure","Energy","Renewable energy","","",""
"SL0174","Energy : Renewable energy : Biomass","Sustainability and Infrastructure","Energy and infrastructure","Energy","Renewable energy","Biomass","",""
"SL0175","Energy : Renewable energy : Electrical networks","Sustainability and Infrastructure","Energy and infrastructure","Energy","Renewable energy","Electrical networks","",""
"SL0176","Energy : Renewable energy : Energy storage","Sustainability and Infrastructure","Energy and infrastructure","Energy","Renewable energy","Energy storage","",""
"SL0177","Energy : Renewable energy : Geothermal","Sustainability and Infrastructure","Energy and infrastructure","Energy","Renewable energy","Geothermal","",""
"SL0178","Energy : Renewable energy : Hydro","Sustainability and Infrastructure","Energy and infrastructure","Energy","Renewable energy","Hydro","",""
"SL0179","Energy : Renewable energy : Hydrogen","Sustainability and Infrastructure","Energy and infrastructure","Energy","Renewable energy","Hydrogen","",""
"SL0180","Energy : Renewable energy : Industrial decarbonisation","Sustainability and Infrastructure","Energy and infrastructure","Energy","Renewable energy","Industrial decarbonisation","",""
"SL0181","Energy : Renewable energy : Marine and tidal","Sustainability and Infrastructure","Energy and infrastructure","Energy","Renewable energy","Marine and tidal","",""
"SL0182","Energy : Renewable energy : Fixed-bottom offshore wind","Sustainability and Infrastructure","Energy and infrastructure","Energy","Renewable energy","Fixed-bottom offshore wind","01/04/2021",""
"SL0183","Energy : Renewable energy : Onshore wind","Sustainability and Infrastructure","Energy and infrastructure","Energy","Renewable energy","Onshore wind","",""
"SL0184","Energy : Renewable energy : Solar","Sustainability and Infrastructure","Energy and infrastructure","Energy","Renewable energy","Solar","",""
"SL0185","Energy : Renewable energy : Waste to value","Sustainability and Infrastructure","Energy and infrastructure","Energy","Renewable energy","Waste to value","",""
"SL0186","Energy : Renewable energy : Wave","Sustainability and Infrastructure","Energy and infrastructure","Energy","Renewable energy","Wave","",""
"SL0381","Energy : Renewable energy : Low carbon heating","Sustainability and Infrastructure","Energy and infrastructure","Energy","Renewable energy","Low carbon heating","01/04/2021",""
"SL0382","Energy : Civil nuclear : Waste management","Sustainability and Infrastructure","Energy and infrastructure","Energy","Civil nuclear","Waste management","01/04/2021",""
"SL0383","Energy : Oil and gas : Decommissioning","Sustainability and Infrastructure","Energy and infrastructure","Energy","Oil and gas","Decommissioning","01/04/2021",""
"SL0384","Energy : Oil and gas : Carbon capture technology and storage","Sustainability and Infrastructure","Energy and infrastructure","Energy","Oil and gas","Carbon capture technology and storage","01/04/2021",""
"SL0387","Energy : Civil nuclear : Advanced technologies and small modular reactors","Sustainability and Infrastructure","Energy and infrastructure","Energy","Civil nuclear","Advanced technologies and small modular reactors","01/04/2021",""
"SL0433","Energy : Renewable energy : Floating offshore wind","Sustainability and Infrastructure","Energy and infrastructure","Energy","Renewable energy","Floating offshore wind","01/04/2021",""
"SL0187","Environment","Sustainability and Infrastructure","Energy and infrastructure","Environment","","","",""
"SL0188","Environment : Air pollution and noise control","Sustainability and Infrastructure","Energy and infrastructure","Environment","Air pollution and noise control","","",""
"SL0189","Environment : Clean growth services","Sustainability and Infrastructure","Energy and infrastructure","Environment","Clean growth services","","",""
"SL0190","Environment : Environmental monitoring","Sustainability and Infrastructure","Energy and infrastructure","Environment","Environmental monitoring","","",""
"SL0191","Environment : Marine pollution control","Sustainability and Infrastructure","Energy and infrastructure","Environment","Marine pollution control","","",""
"SL0192","Environment : Sanitation and remediation","Sustainability and Infrastructure","Energy and infrastructure","Environment","Sanitation and remediation","","",""
"SL0193","Environment : Waste management and recycling","Sustainability and Infrastructure","Energy and infrastructure","Environment","Waste management and recycling","","",""
"SL0194","Financial and professional services","Services and Skills","Financial and Professional Services","Financial and professional services","","","",""
"SL0195","Financial and professional services : Accountancy services","Services and Skills","Financial and Professional Services","Financial and professional services","Accountancy services","","",""
"SL0198","Financial and professional services : Asset management","Services and Skills","Financial and Professional Services","Financial and professional services","Asset management","","",""
"SL0199","Financial and professional services : Banking","Services and Skills","Financial and Professional Services","Financial and professional services","Banking","","",""
"SL0200","Financial and professional services : Banking : Commercial banking","Services and Skills","Financial and Professional Services","Financial and professional services","Banking","Commercial banking","",""
"SL0201","Financial and professional services : Banking : Investment banking","Services and Skills","Financial and Professional Services","Financial and professional services","Banking","Investment banking","",""
"SL0202","Financial and professional services : Banking : Private banking","Services and Skills","Financial and Professional Services","Financial and professional services","Banking","Private banking","",""
"SL0203","Financial and professional services : Banking : Retail banking","Services and Skills","Financial and Professional Services","Financial and professional services","Banking","Retail banking","",""
"SL0341","Financial and professional services : Business and consumer services","Services and Skills","Financial and Professional Services","Financial and professional services","Business and consumer services","","",""
"SL0342","Financial and professional services : Business and consumer services : Commercial real estate services","Services and Skills","Financial and Professional Services","Financial and professional services","Business and consumer services","Commercial real estate services","",""
"SL0343","Financial and professional services : Business and consumer services : Contact centres","Services and Skills","Financial and Professional Services","Financial and professional services","Business and consumer services","Contact centres","",""
"SL0344","Financial and professional services : Business and consumer services : HR services","Services and Skills","Financial and Professional Services","Financial and professional services","Business and consumer services","HR services","",""
"SL0346","Financial and professional services : Business and consumer services : Marketing services","Services and Skills","Financial and Professional Services","Financial and professional services","Business and consumer services","Marketing services","",""
"SL0345","Financial and professional services : Business and consumer services : Market research","Services and Skills","Financial and Professional Services","Financial and professional services","Business and consumer services","Market research","",""
"SL0347","Financial and professional services : Business and consumer services : Shared service centres","Services and Skills","Financial and Professional Services","Financial and professional services","Business and consumer services","Shared service centres","",""
"SL0204","Financial and professional services : Capital markets","Services and Skills","Financial and Professional Services","Financial and professional services","Capital markets","","",""
"SL0205","Financial and professional services : Capital markets : Hedge funds","Services and Skills","Financial and Professional Services","Financial and professional services","Capital markets","Hedge funds","",""
"SL0206","Financial and professional services : Capital markets : Private equity","Services and Skills","Financial and Professional Services","Financial and professional services","Capital markets","Private equity","",""
"SL0207","Financial and professional services : Capital markets : Venture capital","Services and Skills","Financial and Professional Services","Financial and professional services","Capital markets","Venture capital","",""
"SL0208","Financial and professional services : Financial technology","Services and Skills","Financial and Professional Services","Financial and professional services","Financial technology","","",""
"SL0209","Financial and professional services : Foreign exchange","Services and Skills","Financial and Professional Services","Financial and professional services","Foreign exchange","","",""
"SL0210","Financial and professional services : Insurance","Services and Skills","Financial and Professional Services","Financial and professional services","Insurance","","",""
"SL0211","Financial and professional services : Insurance : Commercial insurance","Services and Skills","Financial and Professional Services","Financial and professional services","Insurance","Commercial insurance","",""
"SL0213","Financial and professional services : Insurance : Life insurance","Services and Skills","Financial and Professional Services","Financial and professional services","Insurance","Life insurance","",""
"SL0214","Financial and professional services : Insurance : Motor insurance","Services and Skills","Financial and Professional Services","Financial and professional services","Insurance","Motor insurance","",""
"SL0215","Financial and professional services : Insurance : Travel insurance","Services and Skills","Financial and Professional Services","Financial and professional services","Insurance","Travel insurance","",""
"SL0216","Financial and professional services : Legal services","Services and Skills","Financial and Professional Services","Financial and professional services","Legal services","","",""
"SL0217","Financial and professional services : Legal services : Commercial legal services","Services and Skills","Financial and Professional Services","Financial and professional services","Legal services","Commercial legal services","",""
"SL0219","Financial and professional services : Listings","Services and Skills","Financial and Professional Services","Financial and professional services","Listings","","",""
"SL0220","Financial and professional services : Management consultancy","Services and Skills","Financial and Professional Services","Financial and professional services","Management consultancy","","",""
"SL0425","Financial and professional services : Financial technology : Wealth technology","Services and Skills","Financial and Professional Services","Financial and professional services","Financial technology","Wealth technology","01/04/2021",""
"SL0426","Financial and professional services : Financial technology : Regulatory technology","Services and Skills","Financial and Professional Services","Financial and professional services","Financial technology","Regulatory technology","01/04/2021",""
"SL0427","Financial and professional services : Financial technology : Property technology","Services and Skills","Financial and Professional Services","Financial and professional services","Financial technology","Property technology","01/04/2021",""
"SL0428","Financial and professional services : Financial technology : Legal technology","Services and Skills","Financial and Professional Services","Financial and professional services","Financial technology","Legal technology","01/04/2021",""
"SL0429","Financial and professional services : Financial technology : Insurance technology","Services and Skills","Financial and Professional Services","Financial and professional services","Financial technology","Insurance technology","01/04/2021",""
"SL0430","Financial and professional services : Financial technology : Blockchain and digital currencies","Services and Skills","Financial and Professional Services","Financial and professional services","Financial technology","Blockchain and digital currencies","01/04/2021",""
"SL0431","Financial and professional services : Banking : Digital banking","Services and Skills","Financial and Professional Services","Financial and professional services","Banking","Digital banking","01/04/2021",""
"SL0094","Food and drink : Casual dining","Agriculture, Food and Drink","Creative, Lifestyle and Learning","Food and drink","Casual dining","","01/04/2021",""
"SL0221","Food and drink","Agriculture, Food and Drink","Creative, Lifestyle and Learning","Food and drink","","","",""
"SL0222","Food and drink : Alcoholic drinks","Agriculture, Food and Drink","Creative, Lifestyle and Learning","Food and drink","Alcoholic drinks","","",""
"SL0223","Food and drink : Bakery products","Agriculture, Food and Drink","Creative, Lifestyle and Learning","Food and drink","Bakery products","","",""
"SL0224","Food and drink : Brewing","Agriculture, Food and Drink","Creative, Lifestyle and Learning","Food and drink","Brewing","","",""
"SL0225","Food and drink : Dairy products","Agriculture, Food and Drink","Creative, Lifestyle and Learning","Food and drink","Dairy products","","",""
"SL0232","Food and drink : Food and drink manufacturing","Agriculture, Food and Drink","Creative, Lifestyle and Learning","Food and drink","Food and drink manufacturing","","",""
"SL0226","Food and drink : Free from","Agriculture, Food and Drink","Creative, Lifestyle and Learning","Food and drink","Free from","","",""
"SL0227","Food and drink : Frozen and chilled foods","Agriculture, Food and Drink","Creative, Lifestyle and Learning","Food and drink","Frozen and chilled foods","","",""
"SL0228","Food and drink : Fruit and vegetables","Agriculture, Food and Drink","Creative, Lifestyle and Learning","Food and drink","Fruit and vegetables","","",""
"SL0229","Food and drink : Meat products","Agriculture, Food and Drink","Creative, Lifestyle and Learning","Food and drink","Meat products","","",""
"SL0230","Food and drink : Non-alcoholic drinks","Agriculture, Food and Drink","Creative, Lifestyle and Learning","Food and drink","Non-alcoholic drinks","","",""
"SL0231","Food and drink : Organic","Agriculture, Food and Drink","Creative, Lifestyle and Learning","Food and drink","Organic","","",""
"SL0233","Food and drink : Pet food","Agriculture, Food and Drink","Creative, Lifestyle and Learning","Food and drink","Pet food","","",""
"SL0234","Food and drink : Ready meals","Agriculture, Food and Drink","Creative, Lifestyle and Learning","Food and drink","Ready meals","","",""
"SL0235","Food and drink : Secondary food processing","Agriculture, Food and Drink","Creative, Lifestyle and Learning","Food and drink","Secondary food processing","","",""
"SL0236","Healthcare services","Science and Technology","Healthcare, Life sciences and Bio-Economy","Healthcare services","","","",""
"SL0238","Healthcare services : Digital and data","Science and Technology","Healthcare, Life sciences and Bio-Economy","Healthcare services","Digital and data","","",""
"SL0239","Healthcare services : Education and training","Science and Technology","Healthcare, Life sciences and Bio-Economy","Healthcare services","Education and training","","",""
"SL0240","Healthcare services : Health systems management","Science and Technology","Healthcare, Life sciences and Bio-Economy","Healthcare services","Health systems management","","",""
"SL0241","Healthcare services : Infrastructure","Science and Technology","Healthcare, Life sciences and Bio-Economy","Healthcare services","Infrastructure","","",""
"SL0242","Healthcare services : Lab services","Science and Technology","Healthcare, Life sciences and Bio-Economy","Healthcare services","Lab services","","",""
"SL0244","Healthcare services : Social care","Science and Technology","Healthcare, Life sciences and Bio-Economy","Healthcare services","Social care","","",""
"SL0432","Logistics","Sustainability and Infrastructure","Logistics","Logistics","","","01/04/2021",""
"SL0245","Maritime","Defence and Security","Technology and Advanced Manufacturing","Maritime","","","",""
"SL0246","Maritime : Marine engineering","Defence and Security","Technology and Advanced Manufacturing","Maritime","Marine engineering","","",""
"SL0258","Maritime : Marine engineering : Ports and terminals","Defence and Security","Technology and Advanced Manufacturing","Maritime","Marine engineering","Ports and terminals","",""
"SL0261","Maritime : Maritime services","Defence and Security","Technology and Advanced Manufacturing","Maritime","Maritime services","","",""
"SL0274","Medical devices and equipment","Science and Technology","Healthcare, Life sciences and Bio-Economy","Medical devices and equipment","","","",""
"SL0275","Medical devices and equipment : Medical supplies and equipment","Science and Technology","Healthcare, Life sciences and Bio-Economy","Medical devices and equipment","Medical supplies and equipment","","01/04/2021",""
"SL0276","Medical devices and equipment : Digital and data","Science and Technology","Healthcare, Life sciences and Bio-Economy","Medical devices and equipment","Digital and data","","",""
"SL0277","Medical devices and equipment : Devices","Science and Technology","Healthcare, Life sciences and Bio-Economy","Medical devices and equipment","Devices","","01/04/2021",""
